OBJECTID	ICZUJ	NAZMC	NAZOB	iczuj_cis	OBJECTID_1	KODZASTUP	MANDATY	NAZEVOBCE	POCOBYV	OBEC	KODZASTUP_	KODZASTUP1	vek_36_40	vek_median	vek_31_35	judr	vek_51_55	vek_91_96	mgr	vek_71_75	zeny	vek_76_80	bez	vek_61_65	vek_46_50	vek_66_70	vek_18_25	ing	jiny	celkem	vek_56_60	mudr	vek_86_90	vek_41_45	vek_26_30	rsdr	vek_81_85	OBEC_1	NAZEVOBCE_	Shape_Leng	Shape_Area
4594	578681		Rozhraní	578681	4601	578681	9	Rozhraní	337	578681	578681	578681	6	999	4	0	1	0	1	0	6	0	16	1	2	0	0	1	999	18	0	0	0	2	2	0	0	578681	Rozhraní	12651.4648192	4073550.43645
4595	578690		Rozstání	578690	4602	578690	9	Rozstání	255	578690	578690	578690	4	999	2	0	3	0	0	0	9	0	18	0	1	0	1	0	999	18	2	0	0	3	2	0	0	578690	Rozstání	15600.783306	7393170.25294
4596	578703		Rudná	578703	4603	578703	7	Rudná	174	578703	578703	578703	1	999	1	0	3	0	0	0	4	0	11	0	2	0	0	0	999	11	2	0	0	1	1	0	0	578703	Rudná	14457.8170734	6611799.1911
4597	578711		Rychnov na Moravě	578711	4604	578711	9	Rychnov na Moravě	598	578711	578711	578711	4	999	4	0	2	0	0	0	5	0	17	3	2	1	0	3	999	20	1	0	0	3	0	0	0	578711	Rychnov na Moravě	23089.7703981	23583352.1593
4598	578720		Sádek	578720	4605	578720	9	Sádek	531	578720	578720	578720	4	999	2	0	2	0	2	0	6	0	13	0	4	0	0	2	999	18	2	0	0	2	2	0	0	578720	Sádek	15592.7945733	9907468.8803
4599	578738		Sebranice	578738	4606	578738	9	Sebranice	984	578738	578738	578738	9	999	3	0	2	0	1	0	10	0	21	0	2	0	5	2	999	25	0	0	0	2	2	0	0	578738	Sebranice	18018.6641182	11681176.1982
4600	578746		Sedliště	578746	4607	578746	7	Sedliště	251	578746	578746	578746	2	999	0	0	2	0	1	0	4	0	7	0	2	0	0	1	999	9	0	0	0	3	0	0	0	578746	Sedliště	9117.8347374	3692925.99245
4601	578754		Sklené	578754	4608	578754	5	Sklené	228	578754	578754	578754	3	999	1	0	0	0	0	0	3	0	6	1	1	0	0	0	999	6	0	0	0	0	0	0	0	578754	Sklené	22492.9173357	9970609.7077
4602	578762		Slatina	578762	4609	578762	7	Slatina	140	578762	578762	578762	0	999	4	0	3	0	1	0	6	0	12	1	1	0	0	2	999	15	1	0	0	0	5	0	0	578762	Slatina	9903.66674078	3987267.18165
4603	578771		Kočín	578771	4610	578771	5	Kočín	120	578771	578771	578771	1	999	0	0	2	0	0	0	3	0	5	2	0	0	0	1	999	6	0	0	0	1	0	0	0	578771	Kočín	11284.2440038	3765674.6473
4604	578789		Staré Město	578789	4611	578789	9	Staré Město	1006	578789	578789	578789	12	999	2	0	6	0	1	0	13	0	31	2	5	0	1	4	999	36	5	0	0	2	1	0	0	578789	Staré Město	35283.4893298	24761887.6119
4605	578797		Štichovice	578797	4612	578797	9	Štichovice	120	578797	578797	578797	4	999	3	0	2	0	0	0	4	0	22	0	6	0	4	5	999	27	1	0	0	4	3	0	0	578797	Štichovice	17797.7979677	11209594.6108
4606	578801		Stašov	578801	4613	578801	9	Stašov	248	578801	578801	578801	4	999	1	0	2	0	0	0	4	0	13	1	0	1	0	1	999	14	1	0	0	3	1	0	0	578801	Stašov	19377.6778598	13257064.8172
4607	578819		Strakov	578819	4614	578819	7	Strakov	224	578819	578819	578819	3	999	0	0	1	0	0	0	3	0	9	0	2	0	0	0	999	9	0	0	0	2	1	0	0	578819	Strakov	18728.9255737	8514131.57263
4608	578827		Zahrádka	578827	4615	578827	7	Zahrádka	147	578827	578827	578827	4	999	2	0	4	0	0	0	5	0	17	1	2	0	1	0	999	18	1	0	0	1	2	0	0	578827	Zahrádka	21719.9885919	15330640.2574
4609	578835		Suchá Lhota	578835	4616	578835	7	Suchá Lhota	89	578835	578835	578835	1	999	1	0	2	0	1	0	2	0	6	0	1	1	0	2	999	9	1	0	0	1	1	0	0	578835	Suchá Lhota	7686.88080474	2187411.31045
4610	578843		Svojanov	578843	4617	578843	7	Svojanov	379	578843	578843	578843	1	999	1	0	3	0	3	1	7	0	9	0	4	0	0	4	999	16	3	0	0	2	1	0	0	578843	Svojanov	29536.2094476	13903741.0565
4611	578851		Široký Důl	578851	4618	578851	7	Široký Důl	398	578851	578851	578851	2	999	2	0	1	0	0	0	8	0	14	0	2	1	1	1	999	16	1	0	0	3	3	0	0	578851	Široký Důl	11044.5095907	6017731.12555
4612	578860		Študlov	578860	4619	578860	7	Študlov	136	578860	578860	578860	0	999	4	0	0	0	0	0	7	0	14	4	1	0	1	1	999	15	1	0	0	2	2	0	0	578860	Študlov	7096.60835188	2393440.06785
4613	578878		Telecí	578878	4620	578878	9	Telecí	415	578878	578878	578878	3	999	1	0	2	0	0	0	4	0	10	0	4	0	0	3	999	13	1	0	0	2	0	0	0	578878	Telecí	18891.8078355	12611953.6418
4614	578886		Trpín	578886	4621	578886	7	Trpín	426	578886	578886	578886	1	999	2	0	1	0	0	0	3	0	12	2	3	0	1	2	999	14	1	0	0	1	2	0	0	578886	Trpín	21948.5691135	12500371.481
4615	578894		Trstěnice	578894	4622	578894	9	Trstěnice	508	578894	578894	578894	3	999	7	0	3	0	1	0	11	0	24	1	1	1	3	0	999	27	1	1	0	5	2	0	0	578894	Trstěnice	27947.4807489	21488496.7697
4616	578908		Třebařov	578908	4623	578908	9	Třebařov	903	578908	578908	578908	1	999	1	0	2	0	1	0	7	0	14	1	3	0	1	0	999	16	0	0	0	2	5	0	0	578908	Třebařov	21720.0870062	15623437.6787
4617	578916		Újezdec	578916	4624	578916	7	Újezdec	90	578916	578916	578916	3	999	0	0	0	0	1	0	2	0	5	0	1	0	0	1	999	7	0	0	0	3	0	0	0	578916	Újezdec	8225.05474035	3451569.5471
4618	578924		Velečín	578924	4625	578924	5	Velečín	64	578924	578924	578924	2	999	0	0	0	0	1	0	3	0	5	1	1	1	0	0	999	6	0	0	0	1	0	0	0	578924	Velečín	14665.1867503	5254192.77056
4619	578932		Vendolí	578932	4626	578932	11	Vendolí	987	578932	578932	578932	4	999	0	0	2	0	1	0	8	0	18	0	7	0	2	3	999	22	2	0	0	3	2	0	0	578932	Vendolí	21290.4477157	20710817.6472
4620	578941		Vidlatá Seč	578941	4627	578941	7	Vidlatá Seč	276	578941	578941	578941	0	999	3	0	2	0	0	0	1	0	11	0	3	0	1	0	999	11	1	0	0	0	1	0	0	578941	Vidlatá Seč	13921.6399093	6103755.64605
4621	578967		Vítějeves	578967	4629	578967	5	Vítějeves	401	578967	578967	578967	0	999	0	0	1	0	1	0	5	0	11	1	3	1	1	0	999	12	2	0	0	3	0	0	0	578967	Vítějeves	13260.7396299	8607642.6917
4622	578975		Vranová Lhota	578975	4630	578975	9	Vranová Lhota	450	578975	578975	578975	2	999	1	0	2	0	0	0	4	0	9	1	2	0	0	0	999	9	0	0	0	1	0	0	0	578975	Vranová Lhota	22226.5118297	14093722.0618
4623	578983		Tatiná	578983	4631	578983	7	Tatiná	244	578983	578983	578983	0	999	0	0	5	0	1	0	2	0	4	0	2	0	0	2	999	7	0	0	0	0	0	0	0	578983	Tatiná	12818.1664848	4401362.8705
4624	578991		Vysoká	578991	4632	578991	7	Vysoká	34	578991	578991	578991	0	999	0	0	0	0	0	0	2	0	7	0	1	2	0	0	999	7	1	0	0	2	0	0	1	578991	Vysoká	9238.59130149	2876280.4921
4625	579009		Medový Újezd	579009	4633	579009	7	Medový Újezd	232	579009	579009	579009	3	999	2	0	0	0	0	0	8	0	16	4	0	5	0	1	999	17	1	0	0	1	1	0	0	579009	Medový Újezd	21145.5599844	13304716.0155
4626	579017		Kakejcov	579017	4634	579017	7	Kakejcov	95	579017	579017	579017	1	999	1	0	0	0	0	0	4	0	9	3	1	1	0	0	999	9	0	0	0	1	1	0	0	579017	Kakejcov	6099.54098792	1860943.36356
4627	579025		Trutnov	579025	4635	579025	33	Trutnov	30808	579025	579025	579025	48	999	32	2	23	0	46	3	95	0	167	28	38	19	6	54	999	297	31	14	0	45	24	0	0	579025	Trutnov	77051.4399278	103320337.637
4628	579033		Kornatice	579033	4636	579033	7	Kornatice	168	579033	579033	579033	3	999	0	0	5	0	0	0	4	0	15	1	3	0	1	0	999	15	2	0	0	0	0	0	0	579033	Kornatice	13635.2464034	5120318.44045
4629	579041		Batňovice	579041	4637	579041	9	Batňovice	741	579041	579041	579041	6	999	1	0	1	0	3	1	11	0	19	2	6	1	3	1	999	27	3	0	0	2	1	0	0	579041	Batňovice	12795.6665998	4464649.09297
4630	579050		Bernartice	579050	4638	579050	15	Bernartice	950	579050	579050	579050	8	999	3	1	7	0	1	0	6	0	23	1	4	0	0	4	999	31	1	0	0	7	0	0	0	579050	Bernartice	29487.5902528	17935563.5286
4631	579068		Bílá Třemešná	579068	4639	579068	15	Bílá Třemešná	1356	579068	579068	579068	5	999	3	1	7	0	2	0	11	0	20	2	3	2	0	4	999	29	1	0	0	2	4	0	0	579068	Bílá Třemešná	18005.1207064	9917033.51701
4632	579076		Bílé Poličany	579076	4640	579076	9	Bílé Poličany	155	579076	579076	579076	0	999	1	0	1	0	0	0	1	0	7	0	2	0	2	0	999	8	0	0	0	0	2	0	0	579076	Bílé Poličany	12644.1927123	5370805.06339
4633	579084		Mešno	579084	4641	579084	7	Mešno	89	579084	579084	579084	3	999	2	0	2	0	0	0	6	0	14	2	2	1	0	0	999	14	2	0	0	0	0	0	0	579084	Mešno	14893.4238426	5819227.0494
4634	579092		Borovnice	579092	4642	579092	7	Borovnice	381	579092	579092	579092	0	999	0	0	1	0	0	0	2	0	7	0	1	2	2	1	999	8	1	0	0	1	0	0	0	579092	Borovnice	16664.0690138	9749840.95444
4635	579106		Čermná	579106	4643	579106	9	Čermná	385	579106	579106	579106	12	999	8	0	0	0	0	0	16	0	34	0	3	0	1	0	999	36	1	0	0	9	2	0	0	579106	Čermná	13462.1798895	9308773.75203
4636	579114		Černý Důl	579114	4644	579114	15	Černý Důl	721	579114	579114	579114	11	999	4	0	0	0	2	0	13	0	23	1	4	3	1	5	999	30	2	0	0	4	0	0	0	579114	Černý Důl	27948.2652718	22160731.2539
4637	579122		Dolní Branná	579122	4645	579122	11	Dolní Branná	978	579122	579122	579122	4	999	8	0	7	0	1	1	11	0	37	2	9	0	1	5	999	44	1	0	0	11	0	0	0	579122	Dolní Branná	13851.7312619	7912916.99423
4638	579131		Příkosice	579131	4646	579131	7	Příkosice	413	579131	579131	579131	1	999	4	0	3	0	1	0	3	0	7	0	0	0	0	1	999	9	0	0	0	1	0	0	0	579131	Příkosice	16472.5866543	7102640.85074
4639	579149		Dolní Dvůr	579149	4647	579149	9	Dolní Dvůr	253	579149	579149	579149	2	999	1	0	2	0	0	0	1	0	7	0	0	1	0	2	999	9	2	0	0	1	0	0	0	579149	Dolní Dvůr	22943.6923733	15297210.5947
4640	579157		Dolní Kalná	579157	4648	579157	9	Dolní Kalná	682	579157	579157	579157	6	999	2	0	2	0	0	0	7	0	21	0	3	0	0	1	999	23	2	0	0	7	1	0	0	579157	Dolní Kalná	23180.8221248	9702237.77769
4641	579165		Dolní Lánov	579165	4649	579165	11	Dolní Lánov	749	579165	579165	579165	2	999	1	1	1	0	0	0	2	0	7	0	1	1	0	2	999	11	1	0	0	4	0	0	0	579165	Dolní Lánov	18388.8249161	15767981.024
4642	579173		Dolní Olešnice	579173	4650	579173	7	Dolní Olešnice	392	579173	579173	579173	3	999	4	0	1	0	0	0	8	0	18	0	2	2	2	0	999	21	4	0	0	2	1	1	0	579173	Dolní Olešnice	18935.8811331	12609082.7586
4643	579181		Doubravice	579181	4651	579181	9	Doubravice	377	579181	579181	579181	0	999	0	0	3	0	1	0	3	0	4	2	1	0	0	4	999	9	0	0	0	1	2	0	0	579181	Doubravice	15877.6833634	5648883.6047
4644	579190		Dubenec	579190	4652	579190	11	Dubenec	676	579190	579190	579190	2	999	2	0	1	0	0	0	2	0	10	0	1	1	1	1	999	11	0	0	0	2	1	0	0	579190	Dubenec	23504.4482866	12137452.0223
4645	579203		Dvůr Králové nad Labem	579203	4653	579203	21	Dvůr Králové nad Labem	15988	579203	579203	579203	31	999	21	2	24	0	29	4	64	2	154	31	27	14	16	31	999	241	17	8	0	37	17	0	0	579203	Dvůr Králové nad Labem	39153.2745473	35834786.3519
4646	579211		Hajnice	579211	4654	579211	15	Hajnice	1003	579211	579211	579211	2	999	2	1	2	0	2	0	4	0	11	0	1	0	0	0	999	15	2	0	0	6	0	0	0	579211	Hajnice	36341.7055904	31702452.154
4647	579220		Havlovice	579220	4655	579220	15	Havlovice	970	579220	579220	579220	4	999	4	1	4	0	3	0	5	0	24	2	6	2	0	3	999	31	4	0	0	3	2	0	0	579220	Havlovice	15931.4827566	8686271.37113
4648	579238		Horní Brusnice	579238	4656	579238	9	Horní Brusnice	442	579238	579238	579238	3	999	0	0	2	0	1	0	3	0	10	1	0	0	2	2	999	13	2	0	0	1	2	0	0	579238	Horní Brusnice	20579.558082	14104028.4204
4649	579246		Trokavec	579246	4657	579246	7	Trokavec	88	579246	579246	579246	1	999	1	0	0	0	0	0	1	0	8	1	1	1	1	0	999	8	1	0	0	1	0	0	0	579246	Trokavec	12539.9732678	4229188.97894
4650	579254		Horní Kalná	579254	4658	579254	7	Horní Kalná	360	579254	579254	579254	4	999	2	0	4	0	0	0	8	0	23	1	4	0	2	1	999	25	0	0	0	4	4	0	0	579254	Horní Kalná	14850.942115	8919839.18362
4651	579262		Horní Maršov	579262	4659	579262	15	Horní Maršov	1024	579262	579262	579262	10	999	5	0	6	0	4	0	13	0	34	2	6	1	0	4	999	45	3	1	0	7	5	0	0	579262	Horní Maršov	28811.8829411	28480522.071
4652	579271		Horní Olešnice	579271	4660	579271	7	Horní Olešnice	289	579271	579271	579271	6	999	0	0	2	0	1	0	10	0	26	0	6	1	4	1	999	28	0	0	0	6	3	0	0	579271	Horní Olešnice	18472.3429943	12730656.8378
4653	579289		Vísky	579289	4661	579289	7	Vísky	45	579289	579289	579289	4	999	0	0	0	0	0	0	4	0	9	0	1	1	1	0	999	9	0	0	0	1	0	0	1	579289	Vísky	6019.13931049	1377434.58502
4654	579297		Hostinné	579297	4662	579297	21	Hostinné	4564	579297	579297	579297	26	999	19	0	16	0	12	2	77	2	136	14	20	7	13	9	999	167	11	3	0	23	14	0	0	579297	Hostinné	18997.6467256	8066821.24562
4655	579301		Hřibojedy	579301	4663	579301	7	Hřibojedy	215	579301	579301	579301	0	999	1	0	0	0	0	0	3	0	6	0	2	1	0	0	999	7	0	0	0	3	0	0	0	579301	Hřibojedy	16197.9395214	5704893.69235
4656	579319		Chotěvice	579319	4664	579319	11	Chotěvice	1032	579319	579319	579319	20	999	2	0	6	0	0	0	30	0	57	6	7	2	3	4	999	66	7	0	0	7	6	0	0	579319	Chotěvice	21081.5393115	20131211.7289
4657	579327		Choustníkovo Hradiště	579327	4665	579327	15	Choustníkovo Hradiště	585	579327	579327	579327	2	999	1	0	4	0	0	0	4	0	10	2	1	0	0	2	999	15	3	2	0	1	1	0	0	579327	Choustníkovo Hradiště	21365.8720346	12496349.3197
4658	579335		Chvaleč	579335	4666	579335	9	Chvaleč	650	579335	579335	579335	6	999	4	0	2	0	1	0	14	0	33	3	6	1	1	1	999	36	3	0	0	6	4	0	0	579335	Chvaleč	30299.8709088	17231217.472
4659	579343		Štítov	579343	4667	579343	5	Štítov	57	579343	579343	579343	1	999	0	0	1	0	0	0	2	0	5	0	0	0	0	0	999	6	1	0	0	1	2	0	0	579343	Štítov	6000.57261081	1297038.3752
4660	579351		Janské Lázně	579351	4668	579351	15	Janské Lázně	770	579351	579351	579351	9	999	11	1	8	0	2	0	19	0	67	10	7	2	9	8	999	85	5	1	0	14	10	0	0	579351	Janské Lázně	23729.5903152	13731373.3495
4661	579360		Těšovice	579360	4669	579360	7	Těšovice	189	579360	579360	579360	1	999	0	0	2	0	0	1	4	0	9	1	2	0	0	0	999	9	1	0	0	0	1	0	0	579360	Těšovice	5318.11149742	1186952.41323
4662	579378		Jívka	579378	4670	579378	11	Jívka	573	579378	579378	579378	8	999	3	0	3	0	0	1	6	0	31	1	4	3	5	0	999	32	2	0	0	2	0	0	0	579378	Jívka	37829.5083599	31994493.6384
4663	579386		Klášterská Lhota	579386	4671	579386	7	Klášterská Lhota	209	579386	579386	579386	1	999	0	0	1	0	0	0	6	0	14	2	3	3	2	1	999	16	1	0	0	3	0	0	0	579386	Klášterská Lhota	12636.714573	3002890.13264
4664	579394		Kocbeře	579394	4672	579394	7	Kocbeře	512	579394	579394	579394	3	999	1	0	1	0	0	0	2	0	7	0	0	1	0	0	999	7	0	0	0	1	0	0	0	579394	Kocbeře	21795.1664197	10927921.2125
4665	579408		Kohoutov	579408	4673	579408	7	Kohoutov	256	579408	579408	579408	4	999	2	0	3	0	1	0	5	0	9	2	1	0	1	5	999	16	1	0	0	2	0	0	0	579408	Kohoutov	22470.020745	10801249.9385
4666	579416		Kuks	579416	4674	579416	9	Kuks	243	579416	579416	579416	10	999	2	0	2	0	0	1	7	0	25	0	2	0	0	1	999	26	3	0	0	6	0	0	0	579416	Kuks	16205.0590407	4838344.2406
4667	579424		Kunčice nad Labem	579424	4675	579424	9	Kunčice nad Labem	579	579424	579424	579424	1	999	2	0	1	0	1	0	8	0	14	1	3	0	0	2	999	18	0	0	0	8	2	0	0	579424	Kunčice nad Labem	10396.2917145	3063499.23061
4668	579432		Lánov	579432	4676	579432	15	Lánov	1790	579432	579432	579432	4	999	2	0	7	0	1	0	5	0	24	0	2	4	1	5	999	30	3	0	0	5	2	0	0	579432	Lánov	20473.6816973	16964452.6133
4669	579441		Lanžov	579441	4677	579441	7	Lanžov	200	579441	579441	579441	3	999	1	0	1	0	1	0	4	1	13	3	0	1	0	0	999	14	2	0	0	1	1	0	0	579441	Lanžov	21069.2240747	7925382.98043
4670	579459		Ctiboř	579459	4678	579459	7	Ctiboř	342	579459	579459	579459	6	999	1	0	2	0	0	0	8	0	16	2	1	0	1	0	999	16	0	0	0	3	0	0	0	579459	Ctiboř	15718.625504	9427538.18105
4671	579467		Skapce	579467	4679	579467	7	Skapce	101	579467	579467	579467	2	999	4	0	0	0	0	0	2	0	8	0	0	0	0	0	999	8	1	0	0	1	0	0	0	579467	Skapce	23314.4312033	7983290.96489
4672	579475		Libňatov	579475	4680	579475	9	Libňatov	353	579475	579475	579475	2	999	1	0	3	0	1	0	2	0	12	2	2	0	2	1	999	15	0	0	0	1	2	0	0	579475	Libňatov	11241.1149081	5817997.72578
4673	579483		Libotov	579483	4681	579483	7	Libotov	184	579483	579483	579483	3	999	1	0	1	0	2	0	2	0	14	3	1	1	1	0	999	16	2	0	0	1	2	0	0	579483	Libotov	10731.8700424	4242703.08723
4674	579491		Vranov	579491	4682	579491	7	Vranov	170	579491	579491	579491	1	999	2	0	2	0	1	2	4	0	13	1	0	0	1	1	999	15	2	0	0	2	2	0	0	579491	Vranov	12759.5408315	4832122.17747
4675	579505		Malá Úpa	579505	4683	579505	9	Malá Úpa	134	579505	579505	579505	4	999	2	0	1	0	0	0	7	1	26	2	6	2	2	1	999	27	1	0	0	4	2	0	0	579505	Malá Úpa	26020.4632589	26667652.2533
4676	579513		Malé Svatoňovice	579513	4684	579513	15	Malé Svatoňovice	1532	579513	579513	579513	22	999	11	0	10	0	8	1	27	1	56	3	6	4	2	9	999	75	4	0	1	3	5	0	2	579513	Malé Svatoňovice	15915.3392484	6743696.90172
4677	579530		Maršov u Úpice	579530	4685	579530	9	Maršov u Úpice	177	579530	579530	579530	2	999	1	0	1	0	0	1	1	0	12	2	3	1	0	0	999	12	0	0	0	1	0	0	0	579530	Maršov u Úpice	8010.0923129	3319137.94028
4678	579548		Mladé Buky	579548	4686	579548	15	Mladé Buky	2264	579548	579548	579548	10	999	13	0	8	0	6	1	32	0	63	6	9	4	2	2	999	72	5	0	0	11	3	0	0	579548	Mladé Buky	26083.3851507	26782929.0393
4679	579556		Mostek	579556	4687	579556	11	Mostek	1279	579556	579556	579556	7	999	5	0	4	0	1	1	13	0	36	6	2	5	2	5	999	44	2	0	0	7	1	0	2	579556	Mostek	23530.9749631	13299006.7059
4680	579564		Nemojov	579564	4688	579564	7	Nemojov	717	579564	579564	579564	1	999	4	0	4	0	1	0	8	0	15	2	0	1	0	1	999	17	2	0	0	1	2	0	0	579564	Nemojov	13898.1266654	8139136.87333
4681	579581		Pec pod Sněžkou	579581	4689	579581	9	Pec pod Sněžkou	630	579581	579581	579581	4	999	2	0	2	0	0	0	5	0	16	1	4	0	0	1	999	19	5	1	0	1	0	0	0	579581	Pec pod Sněžkou	38840.6326199	52094265.6423
4682	579599		Pilníkov	579599	4690	579599	9	Pilníkov	1226	579599	579599	579599	2	999	3	0	0	0	3	0	5	0	14	1	3	1	1	1	999	18	3	0	0	3	1	0	0	579599	Pilníkov	25798.7979115	16983001.1327
4683	579602		Prosečné	579602	4691	579602	9	Prosečné	556	579602	579602	579602	8	999	2	0	1	0	2	3	11	0	31	2	7	1	2	1	999	36	2	0	0	5	3	0	0	579602	Prosečné	13660.9933034	8340611.32925
4684	579629		Radvanice	579629	4692	579629	9	Radvanice	999	579629	579629	579629	8	999	5	0	0	0	0	0	13	0	35	0	3	1	9	0	999	35	3	0	0	3	3	0	0	579629	Radvanice	20431.8590128	10764969.7458
4685	579637		Rtyně v Podkrkonoší	579637	4693	579637	15	Rtyně v Podkrkonoší	3032	579637	579637	579637	3	999	1	0	2	0	2	4	15	0	35	5	7	5	0	4	999	45	7	1	0	7	4	0	0	579637	Rtyně v Podkrkonoší	21440.463821	13886344.7588
4686	579645		Rudník	579645	4694	579645	15	Rudník	2185	579645	579645	579645	9	999	8	0	4	0	0	0	15	0	41	1	6	0	2	3	999	45	1	0	0	6	8	0	0	579645	Rudník	32104.8960516	42675686.27
4687	579661		Staré Buky	579661	4695	579661	7	Staré Buky	544	579661	579661	579661	0	999	4	0	1	0	0	1	9	0	22	6	2	0	0	1	999	23	3	0	0	4	2	0	0	579661	Staré Buky	26840.5495097	17901184.9751
4688	579696		Strážné	579696	4696	579696	9	Strážné	208	579696	579696	579696	5	999	0	0	0	0	1	0	4	0	7	1	2	0	0	0	999	9	0	0	0	0	1	0	0	579696	Strážné	33054.7407143	17679298.2736
4689	579726		Suchovršice	579726	4697	579726	9	Suchovršice	358	579726	579726	579726	2	999	3	0	1	0	0	0	7	0	12	3	1	1	1	4	999	18	4	0	0	1	1	0	0	579726	Suchovršice	10518.7811416	4289868.80319
4690	579734		Svoboda nad Úpou	579734	4698	579734	15	Svoboda nad Úpou	2107	579734	579734	579734	16	999	7	0	10	0	7	3	25	0	73	9	11	3	2	8	999	90	6	0	0	16	7	0	0	579734	Svoboda nad Úpou	17872.8995031	7750990.92292
4691	579742		Špindlerův Mlýn	579742	4699	579742	15	Špindlerův Mlýn	1162	579742	579742	579742	10	999	6	0	5	0	6	2	23	1	51	6	6	2	3	3	999	63	4	0	0	12	6	0	0	579742	Špindlerův Mlýn	45799.9579104	76931319.6457
4692	579751		Trotina	579751	4700	579751	7	Trotina	87	579751	579751	579751	2	999	2	0	0	0	1	0	4	0	6	0	1	0	0	0	999	7	2	0	0	0	0	0	0	579751	Trotina	11554.990687	1583495.81409
4693	579769		Třebihošť	579769	4701	579769	9	Třebihošť	428	579769	579769	579769	6	999	3	0	3	0	1	0	3	0	13	0	1	1	0	3	999	18	1	1	0	3	0	0	0	579769	Třebihošť	25046.9986229	13680828.5678
4694	579777		Úpice	579777	4702	579777	13	Úpice	5768	579777	579777	579777	11	999	7	0	10	0	9	4	31	1	72	15	16	12	4	13	999	104	8	1	0	8	8	0	0	579777	Úpice	21544.8446717	15306903.6283
4695	579785		Velké Svatoňovice	579785	4703	579785	9	Velké Svatoňovice	1237	579785	579785	579785	3	999	2	0	1	0	0	1	2	0	10	1	0	1	1	3	999	18	1	0	0	7	0	0	0	579785	Velké Svatoňovice	25962.5883847	17357671.4814
4696	579793		Velký Vřešťov	579793	4704	579793	9	Velký Vřešťov	233	579793	579793	579793	3	999	0	0	3	0	1	0	2	0	6	0	1	0	0	2	999	9	1	0	0	1	0	0	0	579793	Velký Vřešťov	16839.6074141	8495161.34046
4697	579815		Vítězná	579815	4705	579815	9	Vítězná	1399	579815	579815	579815	10	999	3	1	8	0	1	1	15	0	45	2	6	1	1	4	999	52	4	0	0	15	1	0	0	579815	Vítězná	33618.4979002	24744633.6733
4698	579823		Vlčice	579823	4706	579823	7	Vlčice	511	579823	579823	579823	5	999	1	0	0	0	1	0	5	0	24	0	6	0	2	0	999	25	4	0	0	6	1	0	0	579823	Vlčice	24252.2753694	19739455.8652
4699	579831		Vlčkovice v Podkrkonoší	579831	4707	579831	7	Vlčkovice v Podkrkonoší	393	579831	579831	579831	5	999	1	0	1	0	0	0	3	0	15	0	1	3	0	0	999	15	0	0	0	4	0	0	0	579831	Vlčkovice v Podkrkonoší	22296.4274436	11809085.6293
4700	579858		Vrchlabí	579858	4708	579858	21	Vrchlabí	12602	579858	579858	579858	23	999	15	2	17	0	16	9	50	5	103	19	18	10	7	30	999	164	20	6	0	12	8	0	1	579858	Vrchlabí	36739.3048068	27663224.4295
4701	579866		Zlatá Olešnice	579866	4709	579866	7	Zlatá Olešnice	191	579866	579866	579866	1	999	1	0	1	0	1	0	7	0	7	2	0	0	0	0	999	9	0	0	0	3	1	0	0	579866	Zlatá Olešnice	15814.1411596	9425617.60197
4702	579874		Žacléř	579874	4710	579874	17	Žacléř	3327	579874	579874	579874	21	999	8	0	7	0	4	1	28	0	70	4	16	4	4	6	999	87	2	2	0	18	2	0	0	579874	Žacléř	32814.0179907	21821635.0351
4703	579891		Ústí nad Orlicí	579891	4711	579891	27	Ústí nad Orlicí	14364	579891	579891	579891	20	999	12	2	17	0	28	11	61	1	115	23	21	15	13	34	999	203	26	4	0	23	20	1	1	579891	Ústí nad Orlicí	35237.9308579	36367333.0378
4704	579947		Brandýs nad Orlicí	579947	4712	579947	9	Brandýs nad Orlicí	1381	579947	579947	579947	3	999	4	0	1	0	1	1	11	1	27	2	6	1	1	3	999	34	4	0	0	4	6	0	0	579947	Brandýs nad Orlicí	16577.0671262	4327065.6643
4705	579963		Bučina	579963	4713	579963	7	Bučina	228	579963	579963	579963	3	999	0	0	0	0	1	0	2	0	4	0	0	0	0	1	999	6	0	0	0	2	1	0	0	579963	Bučina	10634.1635918	3826163.90775
4706	579971		Bystřec	579971	4714	579971	15	Bystřec	1137	579971	579971	579971	7	999	10	0	2	0	2	0	12	0	37	2	5	0	2	5	999	45	2	0	0	9	6	0	0	579971	Bystřec	22456.1189724	18157619.8843
4707	579980		Cotkytle	579980	4715	579980	7	Cotkytle	404	579980	579980	579980	3	999	3	0	2	0	1	0	9	0	20	1	3	1	2	2	999	23	2	0	0	6	0	0	0	579980	Cotkytle	25797.3022628	18646242.8575
4708	579998		Čenkovice	579998	4716	579998	7	Čenkovice	183	579998	579998	579998	3	999	3	0	0	0	1	0	1	0	9	2	1	0	0	1	999	11	0	0	0	2	0	0	0	579998	Čenkovice	15800.4081922	5965176.65418
4709	580015		Červená Voda	580015	4717	580015	15	Červená Voda	3088	580015	580015	580015	15	999	15	0	9	0	8	1	31	2	65	3	8	5	4	8	999	90	6	5	0	18	4	0	0	580015	Červená Voda	37987.5685109	47402961.6816
4710	580023		Česká Rybná	580023	4718	580023	9	Česká Rybná	398	580023	580023	580023	2	999	1	0	0	0	3	0	2	0	7	1	3	2	0	2	999	12	1	0	0	1	1	0	0	580023	Česká Rybná	19059.0820839	8098493.88145
